episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
265,0.7672059499758557,15,20.793233082706767,5.0,10.830827067669173,6061
266,0.7664391275010192,14,20.767790262172284,4.0,10.805243445692884,6077
267,0.7656730714653739,14,20.742537313432837,4.0,10.779850746268657,6093
268,0.764907781102864,11,20.70631970260223,1.0,10.743494423791821,6106
269,0.764143255648199,16,20.68888888888889,6.0,10.725925925925926,6124
270,0.7633794943368531,14,20.66420664206642,4.0,10.70110701107011,6140
271,0.7626164964050653,20,20.66176470588235,10.0,10.698529411764707,6162
272,0.7618542610898376,13,20.633699633699635,3.0,10.67032967032967,6177
273,0.7610927876289343,19,20.62773722627737,9.0,10.664233576642335,6198
274,0.7603320752608821,11,20.592727272727274,1.0,10.629090909090909,6211
275,0.7595721232249685,13,20.565217391304348,3.0,10.601449275362318,6226
276,0.7588129307612413,40,20.63537906137184,30.0,10.671480144404333,6268
277,0.7580544971105083,10,20.597122302158272,0.0,10.633093525179856,6280
278,0.7572968215143355,24,20.60931899641577,14.0,10.64516129032258,6306
279,0.7565399032150474,12,20.57857142857143,2.0,10.614285714285714,6320
280,0.7557837414557255,42,20.654804270462634,32.0,10.690391459074734,6364
281,0.755028335480208,27,20.677304964539008,17.0,10.712765957446809,6393
282,0.754273684533089,20,20.674911660777386,10.0,10.710247349823321,6415
283,0.7535197878597172,16,20.658450704225352,6.0,10.693661971830986,6433
284,0.7527666447061963,17,20.645614035087718,7.0,10.680701754385964,6452
285,0.7520142543193826,10,20.60839160839161,0.0,10.643356643356643,6464
286,0.751262615946886,34,20.65505226480836,24.0,10.689895470383275,6500
287,0.750511728837068,11,20.62152777777778,1.0,10.65625,6513
288,0.7497615922390413,16,20.60553633217993,6.0,10.640138408304498,6531
289,0.7490122054026693,8,20.56206896551724,-2.0,10.596551724137932,6541
290,0.7482635675785653,30,20.59450171821306,20.0,10.628865979381443,6573
291,0.747515678018091,11,20.561643835616437,1.0,10.595890410958905,6586
292,0.7467685359733571,23,20.56996587030717,13.0,10.604095563139932,6611
293,0.7460221406972215,14,20.547619047619047,4.0,10.581632653061224,6627
294,0.7452764914432887,9,20.508474576271187,-1.0,10.542372881355933,6638
295,0.7445315874659094,15,20.489864864864863,5.0,10.52364864864865,6655
296,0.7437874280201796,32,20.52861952861953,22.0,10.562289562289562,6689
297,0.7430440123619398,13,20.503355704697988,3.0,10.536912751677852,6704
298,0.7423013397477743,18,20.494983277591974,8.0,10.528428093645484,6724
299,0.7415594094350105,9,20.456666666666667,-1.0,10.49,6735
